,Name,No.,Links,Sign,Last,Chg%,Volume,Value (k),MCap (M),P/E,P/BV,D/E,DPS,EPS,ROA%,ROE%,NPM%,Yield%,FFloat%,MG%,Magic1,Magic2,PEG,CG,      rsi,Ema20,Ema50,Ema200
641,TIGER,641.0,i | 1 | 3,,2.7,-2.17,32600.0,87.0,1242.0,28.02,1.99,0.23,0.09,0.1,6.76,6.88,6.63,3.26,27.6,,694.0,603.0,-1.04,,,,,
645,TITLE,645.0,i | 1 | 2 | 3,,2.24,0.0,45100.0,100.0,1625.0,,2.52,0.96,,0.0,-9.98,-15.97,-2705.79,,33.19,,,,,,,,,
646,TK,646.0,i | 1 | 2 | 3,,8.95,-1.1,174900.0,1571.0,4475.0,12.28,0.82,0.37,0.42,0.73,7.07,6.7,18.29,4.64,24.48,,496.0,389.0,-28.69,,,,,
653,TMD,653.0,i | 1 | 2 | 3,,24.2,2.11,1700.0,40.0,3630.0,11.08,1.23,0.09,1.40,2.18,12.31,11.64,19.48,5.91,34.3,,321.0,212.0,5.71,,,,,
654,TMI,654.0,i | 1 | 3,,1.25,-5.3,36430200.0,46530.0,839.0,43.57,4.31,1.3,,0.03,5.79,10.31,0.94,,33.65,,679.0,746.0,-0.64,,,,,
655,TMILL,655.0,i | 1 | 2 | 3,,3.54,-2.21,636100.0,2264.0,1411.0,12.96,1.32,0.35,0.12,0.27,9.24,10.31,11.99,5.52,29.57,,401.0,337.0,0.87,,,,,
656,TMT,656.0,i | 1 | 2 | 3,,9.95,-1.49,710800.0,7095.0,8664.0,10.34,2.40,1.78,0.50,0.96,13.27,26.29,8.27,4.95,21.83,,137.0,173.0,0.25,,,,,
657,TMW,657.0,i | 1 | 2 | 3,,35.25,0.71,6400.0,223.0,1406.0,23.12,0.57,0.3,0.46,1.52,2.49,2.48,2.45,1.31,21.37,,793.0,791.0,4.28,,,,,
661,TNL,661.0,i | 1 | 2 | 3,,15.6,0.0,0.0,0.0,1872.0,154.58,0.49,0.14,0.07,0.1,0.13,0.32,4.95,0.45,23.87,,1061.0,1102.0,-6.39,,,,,
662,TNP,662.0,i | 1 | 2 | 3,,5.15,-1.9,1616000.0,8383.0,4120.0,25.86,4.86,0.31,0.04,0.2,17.97,20.13,7.54,1.33,27.66,,418.0,364.0,0.89,,,,,
664,TNR,664.0,i | 1 | 2 | 3,,11.9,0.85,120700.0,1415.0,3570.0,21.02,2.69,0.62,0.26,0.57,8.76,13.65,15.97,2.20,23.75,,443.0,471.0,2.31,,,,,
665,TOA,665.0,i | 1 | 3,,34.0,1.49,2287300.0,76381.0,68986.0,30.25,5.67,0.45,0.26,1.12,16.41,20.09,14.84,1.58,25.02,,451.0,407.0,4.74,,,,,
668,TOPP,668.0,i | 1 | 3,,210.0,0.0,0.0,0.0,1260.0,10.12,0.86,0.2,6.33,20.75,8.08,8.8,8.1,2.88,22.69,,374.0,299.0,1.37,,,,,
669,TPA,669.0,i | 1 | 2 | 3,,6.8,-1.45,43300.0,299.0,826.0,14.99,1.58,0.7,0.45,0.45,8.59,10.54,4.73,6.52,23.55,,435.0,393.0,-0.28,,,,,
670,TPAC,670.0,i | 1 | 2 | 3,,19.3,2.66,280700.0,5327.0,6302.0,29.88,2.92,1.26,0.29,0.65,11.43,10.23,-1.45,1.55,20.43,,607.0,484.0,0.37,,,,,
673,TPCS,673.0,i | 1 | 2 | 3,,13.0,-2.99,10200.0,134.0,1404.0,18.25,0.59,0.11,0.60,0.71,3.28,3.25,12.54,4.48,26.49,,709.0,686.0,7.66,,,,,
675,TPIPP,675.0,i | 1 | 2 | 3,,4.34,0.0,3802000.0,16431.0,36456.0,7.93,1.22,0.51,0.15,0.55,12.17,15.84,38.93,6.22,28.47,,187.0,159.0,0.3,,,,,
676,TPLAS,676.0,i | 1 | 3,,5.0,-2.91,16328300.0,83010.0,1350.0,35.21,4.20,0.2,0.10,0.14,12.59,12.16,7.65,1.94,25.73,,598.0,496.0,1.61,,,,,
678,TPP,678.0,i | 1 | 3,,18.3,-1.61,3800.0,70.0,686.0,33.65,0.78,0.16,0.40,0.54,2.61,2.34,14.66,2.15,28.55,,884.0,867.0,0.43,,,,,
679,TPS,679.0,i | 1 | 3,,2.3,0.0,8901400.0,20903.0,773.0,17.15,2.04,0.63,0.04,0.13,9.27,11.69,2.08,1.45,34.6,,434.0,403.0,1.68,,,,,
681,TQR,681.0,i,,15.4,-1.91,544500.0,8410.0,3542.0,45.84,8.56,1.1,0.01,0.34,16.76,16.34,27.61,0.09,25.06,,574.0,487.0,,,,,,
686,TRU,686.0,i | 1 | 2 | 3,,4.4,-0.45,49800.0,218.0,2600.0,,0.80,0.13,0.06,0.0,-1.04,-1.55,6.22,1.36,26.38,,,,,,,,,
688,TRUE,688.0,i | 1 | 2 | 3,,3.1,1.31,79946600.0,243865.0,103441.0,164.55,1.23,6.25,0.07,0.02,3.23,0.75,-1.64,2.29,31.78,,1055.0,971.0,-3.36,,,,,
689,TSC,689.0,i | 1 | 2 | 3,,11.6,0.87,3300.0,38.0,3014.0,24.17,1.90,0.47,0.40,0.48,5.81,7.89,9.32,4.35,19.17,,620.0,618.0,0.95,,,,,
692,TSI,692.0,i | 1 | 2 | 3,C,0.31,0.0,489200.0,149.0,590.0,,1.48,2.13,,0.0,-2.85,-12.63,-16.13,,33.11,,,,,,,,,
694,TSTE,694.0,i | 1 | 2 | 3,,7.05,-0.7,13300.0,99.0,2702.0,18.06,0.81,0.3,0.12,0.39,4.87,4.54,13.7,2.46,25.77,,665.0,610.0,11.47,,,,,
695,TSTH,695.0,i | 1 | 3,,1.68,-1.75,79982800.0,136570.0,14148.0,22.44,1.44,0.24,,0.07,6.13,6.65,2.85,,32.09,,654.0,585.0,0.06,,,,,
697,TTB,697.0,i | 1 | 2 | 3,,1.0,-0.99,322863900.0,322068.0,96409.0,11.04,0.47,,0.05,0.09,1.47,4.3,16.52,4.46,34.2,,535.0,642.0,,,,,,
699,TTI,699.0,i | 1 | 2 | 3,,22.0,0.0,0.0,0.0,1100.0,,0.47,0.72,,0.0,-1.54,-3.45,-0.4,,32.97,,,,,,,,,
700,TTT,700.0,i | 1 | 3,,50.0,1.52,100.0,5.0,2892.0,,0.42,0.38,0.50,0.0,-7.23,-7.77,-8.76,2.03,30.64,,,,,,,,,
704,TVI,704.0,i | 1 | 3,,6.8,-2.16,290800.0,1963.0,2060.0,4.96,1.39,4.88,0.20,1.37,7.37,31.09,10.69,2.88,28.3,,38.0,261.0,0.1,,,,,
710,TYCN,710.0,i | 1 | 3,,3.42,-0.58,43600.0,148.0,2041.0,37.46,0.48,0.59,,0.09,1.59,1.29,10.58,,29.51,,928.0,944.0,0.07,,,,,
712,UAC,712.0,i | 1 | 2 | 3,,4.92,-1.2,180700.0,892.0,3285.0,13.5,2.03,0.98,0.14,0.36,8.73,15.69,21.92,4.02,31.69,,312.0,366.0,0.23,,,,,
717,UMS,717.0,i | 1 | 3,C,1.13,-4.24,143100.0,162.0,1294.0,,6.28,2.7,,0.0,-5.4,-44.11,-50.89,,3.78,,,,,,,,,
719,UOBKH,719.0,i | 1 | 3,,5.4,0.0,84400.0,448.0,2713.0,9.95,0.72,0.76,0.10,0.54,6.13,7.46,23.43,1.85,12.62,,412.0,374.0,0.04,,,,,
720,UP,720.0,i | 1 | 3,,22.9,0.0,3400.0,78.0,573.0,,1.10,0.32,,0.0,-3.17,-4.31,11.28,,30.3,,,,,,,,,
722,UPF,722.0,i | 1 | 2 | 3,,66.25,-0.38,3100.0,206.0,497.0,7.14,1.20,0.39,8.90,9.27,16.14,18.12,6.58,13.38,32.81,,149.0,89.0,0.01,,,,,
723,UPOIC,723.0,i | 1 | 3,,5.7,0.0,10900.0,62.0,1847.0,12.35,1.59,0.31,0.20,0.46,13.03,13.67,6.0,3.51,24.34,,306.0,230.0,-0.01,,,,,
725,UT,725.0,i | 1 | 3,,17.0,0.0,2100.0,37.0,765.0,,0.99,0.19,,0.0,-2.68,-2.59,6.81,,25.33,,,,,,,,,
727,UV,727.0,i | 1 | 3,,3.8,-1.04,3499600.0,13259.0,7265.0,78.02,0.72,0.66,0.02,0.05,0.96,0.96,4.04,0.52,33.7,,1031.0,1059.0,-10.44,,,,,
730,VARO,730.0,i | 1 | 2 | 3,,4.42,-0.9,500.0,2.0,442.0,,0.57,1.12,,0.0,-5.64,-13.32,-0.82,,21.39,,,,,,,,,
731,VCOM,731.0,i | 1 | 2 | 3,,5.9,-5.6,1057700.0,6333.0,1811.0,19.79,3.69,2.12,0.10,0.3,11.01,20.33,7.6,3.13,26.5,,350.0,402.0,1.06,,,,,
732,VGI,732.0,i | 1 | 2 | 3,,5.5,-2.65,22897900.0,126387.0,47361.0,48.34,2.85,0.25,0.04,0.11,5.85,6.67,27.95,1.08,24.7,,811.0,759.0,24.66,,,,,
733,VIBHA,733.0,i | 1 | 2 | 3,,2.44,0.0,65205600.0,159769.0,33125.0,67.51,3.75,1.28,0.04,0.04,4.26,6.03,13.9,1.64,33.4,,870.0,894.0,-11.62,,,,,
734,VIH,734.0,i | 1 | 2 | 3,,12.9,-3.73,3461900.0,44662.0,7362.0,36.34,5.04,0.65,0.13,0.35,11.58,14.45,9.77,0.93,29.03,,559.0,526.0,2.27,,,,,
735,VL,735.0,i | 1 | 3,,2.12,-2.75,4118900.0,8794.0,1696.0,28.02,2.02,1.11,0.05,0.08,5.46,7.31,3.95,3.21,32.74,,678.0,681.0,6.21,,,,,
736,VNG,736.0,i | 1 | 2 | 3,,7.45,-3.87,2847900.0,21417.0,12928.0,,2.03,2.02,,0.0,-0.06,-4.5,4.12,,22.19,,,,,,,,,
737,VNT,737.0,i | 1 | 3,,37.5,0.0,803500.0,30146.0,44445.0,15.98,1.87,0.18,0.90,2.35,12.34,12.01,22.95,2.40,16.24,,414.0,311.0,0.37,,,,,
738,VPO,738.0,i | 1 | 3,,1.22,-3.17,4254600.0,5238.0,1147.0,339.16,2.30,0.84,,0.0,2.53,0.68,-16.9,,32.22,,1066.0,1018.0,-21.88,,,,,
739,VRANDA,739.0,i | 1 | 3,,6.15,0.0,93500.0,567.0,1966.0,,0.97,1.59,0.10,0.0,0.75,-1.68,-9.74,1.63,33.38,,,,,,,,,
741,WACOAL,741.0,i | 1 | 2 | 3,,40.0,0.0,0.0,0.0,4800.0,,0.90,0.25,0.50,0.0,-7.95,-8.02,-3.45,1.23,27.88,,,,,,,,,
743,WGE,743.0,i,,1.78,-3.78,1085700.0,1961.0,1068.0,92.51,1.68,0.56,,0.02,2.89,2.6,-12.02,,26.3,,996.0,972.0,,,,,,
745,WHAUP,745.0,i | 1 | 2 | 3,,4.28,-1.38,4389500.0,18954.0,16371.0,18.19,1.29,1.15,0.16,0.24,4.98,7.24,16.96,5.82,25.59,,578.0,605.0,0.19,,,,,
748,WIN,748.0,i | 1 | 2 | 3,,0.85,0.0,27581700.0,23456.0,477.0,,2.30,1.82,,0.0,-9.44,-31.21,-4.61,,31.53,,,,,,,,,
749,WINMED,749.0,i,,6.9,0.0,15266300.0,104544.0,0.0,,-,,-,0.0,13.0,24.74,8.87,-,28.83,,,,,,,,,
753,WPH,753.0,i | 1 | 2 | 3,,2.14,-6.96,1332000.0,2923.0,1284.0,,1.70,0.9,0.04,0.0,-3.11,-5.43,-8.8,1.63,29.57,,,,,,,,,
754,WR,754.0,i | 1 | 3,,0.35,0.0,0.0,0.0,872.0,,0.44,0.93,,0.0,-6.25,-19.37,-330.22,,2.96,,,,,,,,,
758,YGG,758.0,i | 1 | 3,,20.7,-1.43,481700.0,9971.0,3726.0,63.05,9.86,0.09,0.08,0.33,14.16,15.77,25.75,0.83,26.32,,627.0,555.0,3.86,,,,,
759,YUASA,759.0,i | 1 | 3,,17.3,-1.7,95800.0,1663.0,1862.0,11.53,2.01,0.59,0.44,1.5,14.93,18.63,7.39,2.51,15.27,,225.0,177.0,0.3,,,,,
760,ZEN,760.0,i | 1 | 3,,11.5,-1.71,92600.0,1060.0,3450.0,381.98,2.78,1.22,,0.03,1.18,0.69,4.7,2.14,26.68,,1068.0,1081.0,-4.15,,,,,
